model,load_8bit,prompt_mode,seed,dialect,correct_answer_prob,distractor_probs,generated_answer,chose_correct_answer,chose_correct_answer_num,generated_correct_answer,generated_correct_answer_num,transcript,correct_answer,distractors
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.8052656650543213,"[0.012249670922756195, 9.367569873575121e-06, 0.006257581990212202, 0.0003861979057546705, 0.17583143711090088]","Goldsmith

---

In this trans",True,1,False,0,"Speaker0: Yeah this is a what we call,
Speaker0: ah,
Speaker0: example ah,
Speaker0: what if for suppose
Speaker0: you, you have a ring right?
Speaker1: Yes, yes.
Speaker0: You have a ring on your finger or anything?
Speaker0: what is it made up of?
Speaker1: gold.
Speaker1: ah silver,
Speaker0: Yeah what,
Speaker0: gold ah what we as called actually?
Speaker1: hmm,",Metal,"['Iron', 'Hard', 'Material', 'Dense', 'Manufactured']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.21374084055423737,"[0.08845550566911697, 0.6272904276847839, 0.07002853602170944, 0.0004272222286090255, 5.742812936659902e-05]","Scientist

---

In this trans",False,0,False,0,Speaker1: What do Scientist book? Scientist,Research,"['Paper', 'Investigate', 'Undertake', 'Document', 'Report']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.2548767328262329,"[0.00430980883538723, 0.20090995728969574, 0.007265222724527121, 0.5311743021011353, 0.0014639522414654493]","Detective

---

In this trans",False,0,False,0,"Speaker1: Ah, normally
Speaker1: If there is any
Speaker1: murder, anything happened, Ok?
Speaker1: What they do the next day?
Speaker1: If the night
Speaker1: If last night we had some murder scene there? Ok?
Speaker1: The next day who comes to check? Or do what?
Speaker0: So,",Investigate,"['Crime', 'Police', 'Clue', 'Detective', 'Solve']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.5363352298736572,"[0.006036922801285982, 0.31450149416923523, 0.0306031946092844, 0.005185781978070736, 0.1073373481631279]","light

---

In this transcript",True,1,True,1,"Speaker1: uh
Speaker1: ok
Speaker1: um
Speaker1: It is something related to
Speaker1: uh
Speaker1: ok uh if you want to read or anything, we need something right?
Speaker1: uh we can't read without the help of that what is that?",Light,"['Dark', 'Bright', 'See', 'Sun', 'Bulb']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.5107511878013611,"[0.011763694696128368, 0.001127799740061164, 0.31489041447639465, 0.023728396743535995, 0.13773846626281738]","Sprinkles

---

In this",True,1,False,0,"Speaker0: Uh, normally we have this
Speaker0: uh it is two
Speaker0: of words. Okay? I'm telling you the second word. I'm giving you a clue for that. Okay?
Speaker0: Um,
Speaker0: it's like
Speaker0: uh the normally use it in uh
Speaker0: cakes or anything, any kind of cakes or anything, this is used.
Speaker0: Uh, it's made by a sugar.
Speaker0: If we,
Speaker0: if we keep on stirring the sugar, we get this.
Speaker1: If it's starting with the sweets, sweet caramel.
Speaker0: Yes.
Speaker0: Okay.
Speaker0: And if, this is the second word. Okay?
Speaker0: And the first word is normally on cakes
Speaker0: we get something to see very decorative and very attractive. What is it?",Creme caramel,"['Milk', 'Mould', 'Dessert', 'Egg', 'Syrup']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.5379654765129089,"[0.13138465583324432, 0.25108763575553894, 0.07953697443008423, 2.4766879505477846e-05, 4.666768802508159e-07]","Solar System

---

In this trans",True,1,False,0,"Speaker1: Ah,
Speaker1: next is, ok.
Speaker1: ah,
Speaker1: Where are we living normally?
Speaker0: Though we are living on earth.
Speaker1: Ok, the other name for earth?
Speaker1: The other name for earth?
Speaker0: You are regarding, you are asking regarding to the solar system.
Speaker1: Yes.",Planet,"['Earth', 'Venus', 'Saturn', 'Space', 'Mass']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.45698851346969604,"[0.030896974727511406, 3.1506795039604185e-06, 0.24516375362873077, 0.021783845499157906, 0.24516375362873077]","uniform

---

In this transcript",True,1,False,0,"Speaker1: Okay,
Speaker1: Normally
Speaker1: when we are small okay
Speaker1: We go somewhere right
Speaker1: to complete our education. This is the first part of our education.
Speaker0: okay
Speaker1: at from five years
Speaker1: we start going somewhere. Where is it?
Speaker1: To an education institute right.
Speaker1: What is that we called?
Speaker0: school
Speaker1: okay
Speaker1: In school, what is more important for us?
Speaker1: There is a dress code right.",School uniform,"['Garment', 'Children', 'School', 'Clothing', 'School']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.8533428311347961,"[4.814085514226463e-06, 0.019512049853801727, 8.867618817021139e-07, 0.1254751980304718, 0.0016642470145598054]","Bluetooth

---

In this trans",True,1,False,0,"Speaker1: Ok, I got this phone, Ok?
Speaker1: uh, sorry I got this word.
Speaker1: Ok generally uh, we
Speaker1: we
Speaker1: talk
Speaker1: on this. We connected to our laptops or this thing.
Speaker1: to to talk. What you say?
Speaker0: Ear phone?
Speaker1: Yeah, one more thing?
Speaker1: What is the other word for small, small?",Microphone,"['Sound', 'Voice', 'Sing', 'Amplify', 'Speak']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.9393353462219238,"[0.0007861011545173824, 0.03994368016719818, 0.0006072178948670626, 0.019312340766191483, 1.5315414202632383e-05]","Bill Gates

---

In this",True,1,False,0,"Speaker0: Ok, this guy is very famous, Ok? He is one of the you know
Speaker0: uh,
Speaker0: How to tell him?
Speaker0: He is very famous way, you know uh,
Speaker0: It's a um,
Speaker0: one
Speaker0: kind of a
Speaker1: He is very famous.
Speaker0: Yeah, he created one thing
Speaker1: Hmm
Speaker0: one type of operation system.
Speaker1: hmm,
Speaker0: Which is not, which is similar to android only.
Speaker1: Like Apple?
Speaker0: Yeah, yeah who is a
Speaker0: one
Speaker1: founder CEO?
Speaker0: Yeah, yeah, yeah",Steve Jobs,"['Iphone', 'Founder', 'Genius', 'Apple', 'Mac']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.9839347004890442,"[1.4034907280802145e-06, 0.0002107602485921234, 0.00043099778122268617, 0.0005602731253020465, 0.01486193761229515]",The 40-Year-Old Virgin,True,1,False,0,"Speaker1: Okay.
Speaker1: Okay this is a name of a movie okay?
Speaker0: hmm,
Speaker1: it's ah,
Speaker1: Okay, it's four words.
Speaker0: Okay.
Speaker1: Easy,
Speaker0: hmm,
Speaker1: first one is very important to everyone.
Speaker1: Like if they going if they get you know married or something
Speaker0: Okay, is it a kind of a webseries?
Speaker1: No, it's a movie.
Speaker1: Very famous movie okay?
Speaker1: Okay, ah I will okay four words,
Speaker1: first word is very ah this thing it is a you know it's related to our hormones,
Speaker0: hmm.
Speaker1: Okay?
Speaker1: Can you guess it related to me finally?
Speaker0: okay, sex?
Speaker1: Yeah.
Speaker1: It's first one,
Speaker0: it's",Sex and the City,"['Series', 'Women', 'New York', 'Moms', 'Relationships']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.6920990943908691,"[0.028824113309383392, 2.9321333840925945e-06, 9.97091228782665e-06, 0.008125284686684608, 0.2709386646747589]","digest

---

Transcript: """,True,1,False,0,"Speaker1: Okay, next this thing
Speaker0: Okay, If we eat something
Speaker1: hh.
Speaker0: but what do we do
Speaker1: like which you and then we",Swallow,"['Bird', 'Spring', 'Black', 'Fly', 'Migrate']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.932853639125824,"[1.580095340614207e-05, 3.6472949886956485e-06, 0.008186462335288525, 0.034004103392362595, 0.024936355650424957]","Moon

---

In this transcript",True,1,True,1,"Speaker1: Okay this is very you know one of the planet
Speaker1: almost a planet.
Speaker0: hmm,
Speaker1: You can see the everyday
Speaker0: hm
Speaker1: after sun's.",Moon,"['Space', 'Full', 'Night', 'Half', 'Sky']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.9727038741111755,"[0.011505399830639362, 0.0011121449060738087, 0.001981570152565837, 0.0007147213909775019, 0.01198225375264883]","Taj Mahal

---

In",True,1,True,1,"Speaker1: Uh,
Speaker1: It's a very famous
Speaker1: the place
Speaker1: a
Speaker0: Okay.
Speaker1: Where
Speaker1: what did Sha Jahan build for Mumtaz? Yes.",Taj Mahal,"['Tourist Site', 'Agra', 'Landmark', 'Religious', 'Ivory-White']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.26315027475357056,"[1.4956316590541974e-05, 0.009349589236080647, 0.020413853228092194, 0.7070624828338623, 8.844996045809239e-06]","Zoo

---

In this trans",False,0,False,0,"Speaker0: Ah,
Speaker0: It's a
Speaker0: place
Speaker0: where we can see different type of things
Speaker0: let where where
Speaker1: Exhibition?
Speaker0: No,
Speaker0: we have wells connection of dingoes Right?
Speaker1: Yeah, yeah, yeah it's",Museum,"['Art', 'Building', 'Painting', 'Exhibition', 'Collection']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.2306930273771286,"[3.1373227102449164e-05, 1.2942321518494282e-05, 0.40359780192375183, 0.352871298789978, 0.012793558649718761]","throttle

---

In this",False,0,False,0,"Speaker1: hmm when we go on a bike we will raise the accelerator right?
Speaker0: hmm
Speaker1: ah what does that called?
Speaker0: Its for speed?
Speaker1: yes
Speaker0: Okay, speed.
Speaker1: ah what does we when its dark we will turn on?
Speaker0: ah light
Speaker1: yeah there is a middle word which is like
Speaker0: Okay, is it related to some
Speaker1: yes
Speaker0: this physics or something?",Speed of Light,"['Fast', 'Space', 'Physics', 'Travel', 'The Sun']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.5850906372070312,"[0.352835476398468, 0.025774523615837097, 0.004434739239513874, 0.028295092284679413, 0.00356938224285841]","Arabian Sea

---

In this",True,1,False,0,"Speaker1: yes.
Speaker1: hh
Speaker1: it's a kind of
Speaker1: watery place.
Speaker0: Okay, is it in India?
Speaker1: no.
Speaker1: ah,
Speaker0: some mission some
Speaker1: It's beside India, yes like that.
Speaker0: Okay, West Bengal.
Speaker1: HH.
Speaker0: Mediterranean Sea?
Speaker1: No,
Speaker0: am.
Speaker0: Indian Ocean?
Speaker1: no.",Atlantic Ocean,"['Pacific', 'Salty Water', 'Coast', 'Sea', 'Fish']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.8439831733703613,"[0.0006774655194021761, 0.006291743367910385, 0.1486617773771286, 0.00017683803162071854, 0.00020908670558128506]","Pixels

---

In this trans",True,1,True,1,"Speaker0: Ok change the question
Speaker1: uh
Speaker0: um um this is this word belongs to the images
Speaker0: uh
Speaker1: images?.
Speaker0: yes
Speaker0: the in
Speaker1: any format or something
Speaker0: no no no in images there is we have some small small kind of thing
Speaker1: yeah yeah um
Speaker1: small small dots
Speaker0: yes
Speaker1: uh",Pixel,"['Screen', 'Dot', 'Square', 'Color', 'Video']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.2131555676460266,"[0.0015166677767410874, 0.7315454483032227, 0.053778570145368576, 2.1452758574014297e-06, 1.5558218819933245e-06]","Research

---

In this transcript",False,0,True,1,"Speaker0: ah, ah, like If we want to know about something what do we do?",Research,"['Paper', 'Investigate', 'Undertake', 'Document', 'Report']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.8357070088386536,"[0.003404150949791074, 7.5433140409586485e-06, 2.1386739490480977e-07, 0.00010277253022650257, 0.16077832877635956]","Bass Guitar

---

In this",True,1,True,1,"Speaker0: Ok, It's a
Speaker0: type of a thing, ah
Speaker1: Ok.
Speaker0: uh, use to play.
Speaker0: like, like harmony,
Speaker1: playing
Speaker1: Ok, some instrument uh, like tabla
Speaker0: Hmm,
Speaker0: hmm
Speaker1: or guiter.
Speaker0: Yes, but there is type of guitars, right?
Speaker1: Ok, Guitar, the word guitar is present?
Speaker0: Yes, guitar is present, there is another word in front of it but it is a type of a guitar.
Speaker1: Ok.
Speaker1: Uh,
Speaker0: Do you know it?
Speaker1: Yeah!
Speaker1: Like is it you know soft music or like a jazz, bass or something?
Speaker0: Yes,
Speaker0: Yes, the second word which you have",Bass Guitar,"['Instrument', 'Strings', 'Low', 'Pitch', 'Electric']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.9687173366546631,"[0.018575340509414673, 0.00025266132433898747, 0.00803802628070116, 2.6576594791549724e-07, 0.004416361451148987]","Divorce

---

In this",True,1,True,1,"Speaker0: Okay.
Speaker0: If
Speaker0: uh uh husband and wife getting so much of quarrel between each other
Speaker0: then what do
Speaker1: What they do?
Speaker0: Yes.
Speaker1: Um, they go for police station or something.
Speaker0: Uh um.
Speaker1: Court.
Speaker0: Yes, the court thing.",Divorce,"['Wedding', 'Civil State', 'Breakup', 'Ex', 'Marriage']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.0025142598897218704,"[0.9409348964691162, 0.01699543558061123, 0.02224917523562908, 2.7731946829590015e-05, 0.01727856695652008]","mosquitoes

---

In",False,0,False,0,"Speaker1: Okay.
Speaker1: It's a type of
Speaker1: what do we can say
Speaker1: there are small insects right which will come in night
Speaker0: Okay, um
Speaker0: mosquitoes
Speaker1: yeah what do they
Speaker1: find to us uh yeah",Malaria,"['Mosquito', 'Disease', 'Parasite', 'Fever', 'Tropical']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.30094918608665466,"[0.006356643512845039, 0.13416655361652374, 0.18931038677692413, 0.3491203188896179, 0.020096933469176292]","Quarantine

---

In this",False,0,False,0,"Speaker0: The  word is like when we are having this corona time, What the people are uses?",Mask,"['Eyes', 'Cover', 'Venice', 'Carnival', 'Face']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.9124760031700134,"[0.00013526453403756022, 0.010995880700647831, 0.005847407970577478, 0.0705447793006897, 6.58742067116691e-07]","Flashlight

---

In this trans",True,1,False,0,"Speaker1: Next, uh if the power is gone
Speaker1: then what will be use in your phone?
Speaker1: Power is off.
Speaker0: Charging
Speaker1: No no no
Speaker0: Then?
Speaker1: If you are if you trying to find something.
Speaker0: Google search
Speaker1: No no no if the power is off,
Speaker1: power
Speaker1: then we are searching for something and we are using our phone.
Speaker1: Like we are searching for something more in a
Speaker1: We are searching for something item,
Speaker1: So we are using our phone
Speaker1: to search it.
Speaker0: You mean the specifications in phone right?
Speaker1: Yes yes
Speaker0: Ok
Speaker0: Mobile data
Speaker1: No no
Speaker0: No
Speaker0: Wi-fi
Speaker1: No no we are looking for something
Speaker1: bright",Flashlight,"['Light', 'Portable', 'Bulb', 'Battery', 'Hand']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.49423837661743164,"[0.00425873463973403, 0.34834420680999756, 2.365480577282142e-05, 0.1319059133529663, 0.021229173988103867]","Superman

---

In this trans",True,1,False,0,"Speaker0: Next it comes like some kind of movie
Speaker0: It is a on character.
Speaker1: Ok
Speaker0: Like super
Speaker0: what is
Speaker1: Spiderman?
Speaker0: No no not Spiderman
Speaker1: Ironman?
Speaker0: No no no
Speaker0: Some kind of character, he is very strong.
Speaker1: Wonder woman?
Speaker0: No
Speaker0: He is the men",Thor,"['Norse', 'Superhero', 'American', 'Marvel', 'Film']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.42360609769821167,"[0.027536919340491295, 0.01625332236289978, 0.5159683227539062, 0.016634300351142883, 1.0625690265442245e-06]","Beyonce

---

In this trans",False,0,False,0,"Speaker0: Next one is the word like
Speaker0: It is also some kind of name, the persons name, right.
Speaker0: Uh, where
Speaker0: It is like
Speaker0: gender is opposite to men.
Speaker0: and
Speaker0: She is
Speaker0: intrested in music.
Speaker1: Ok.
Speaker1: You said she is a female. right?
Speaker0: Hmm
Speaker1: Uhh
Speaker1: Selena Gomez?
Speaker0: No No
Speaker1: Uh
Speaker1: What is that?
Speaker0: Like
Speaker0: It is very popular name, uh.
Speaker0: She is a woman.",Rihanna,"['Umbrella', 'Barbados', 'Female', 'Musician', 'Hit']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.5232109427452087,"[7.559051300631836e-05, 0.160923570394516, 0.025811003521084785, 5.6982968089869246e-05, 0.28992190957069397]","Java

---

In this transcript",True,1,False,0,"Speaker1: Ah, this very a common thing which we have learned in like ah,
Speaker1: CSE clearing.
Speaker1: This is kind of, some kind of ah
Speaker0: Is it a subject?
Speaker1: Yes, it is a subject.
Speaker0: Operating system?
Speaker1: Yes, some kind of like that only.
Speaker0: Ah, C++?
Speaker1: No, no
Speaker0: Java?
Speaker1: Some kind of a
Speaker1: word in it.
Speaker0: Word in the sense?
Speaker1: Ah, what will use in the Java?",Javascript,"['Language', 'Computer', 'Coding', 'Code', 'Technology']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.8443379402160645,"[0.009254669770598412, 0.12846146523952484, 0.006109922658652067, 3.920635194276656e-08, 0.011835954152047634]","Pharmacy

---

In this",True,1,True,1,"Speaker0: In Saudi Arabia.
Speaker0: Okay.
Speaker0: Yep.
Speaker0: Uh, here is another word um,
Speaker0: um, What we call medical shop uh, for another name.
Speaker0: Yeah.",Pharmacy,"['Doctor', 'Medicine', 'Prescription', 'Turn', 'Vaccine']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.9887757301330566,"[0.0026020610239356756, 0.003372690873220563, 0.0011204802431166172, 0.0041061872616410255, 2.2859321688883938e-05]","Rayleigh

---

In this",True,1,False,0,"Speaker1: Okay, I will try to explain this word, one word but
Speaker1: two words like,
Speaker1: the person,
Speaker1: ah,
Speaker1: what we call a line in mathematics?
Speaker1: line , line.
Speaker0: ray
Speaker1: Okay um okay that is the first part of the word, and I'm going to explain the second,
Speaker1: ah,
Speaker0: It's a name of a person?
Speaker1: Yes.
Speaker1: Okay, but he is from not from India,
Speaker1: Okay, first one is ray, ah I'm going to explain what,
Speaker1: um,
Speaker0: second one is?
Speaker1: I'm trying to explain that only second one.
Speaker0: and it is related to?
Speaker1: ah like we can ah,
Speaker1: heard his name in like physics.
Speaker1: not I guess he is the celebrity but he is not a scientist.
Speaker1: But ah  the second part of the name we came mostly we will listen in physics.
Speaker0: like ah can you say his name?
Speaker1: ah like,
Speaker0: ah,
Speaker1: ah now you can comment the both the words,
Speaker1: yeah.",Ray Charles,"['Blind', 'Singer', 'Jazz', 'Piano', 'American']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.8284597992897034,"[0.0011982483556494117, 0.0009810046758502722, 0.00090217828983441, 0.15390628576278687, 0.014552458189427853]","Therapist

---

In this",True,1,False,0,"Speaker0: This is a profession
Speaker0: Uh
Speaker0: But related to not the
Speaker0: Uhm
Speaker1: Doctor
Speaker0: Uh, a doctor.
Speaker0: Uh
Speaker1: I shall should a name different doctors?
Speaker0: Uhn. Uh in in doctor like Cardiologist, like neurologist.
Speaker0: In that we can
Speaker1: Right, yes.
Speaker0: Uh,
Speaker0: In that we can see but he is related to our
Speaker0: Uh",Dentist,"['Mouth', 'Cavity', 'Filling', 'Anesthetics', 'Teeth']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.6373674869537354,"[0.2480793297290802, 0.10587283968925476, 0.008428278379142284, 0.000247585034230724, 4.537031600193586e-06]","Pyramid

---

In this",True,1,True,1,"Speaker1: for skip
Speaker1: Okay this is the
Speaker1: monument
Speaker1: in the world, where we can
Speaker1: see this is a mummy in mummy film.
Speaker0: Egypt?
Speaker1: okay place is
Speaker1: is that, but what we see in that?",Pyramid,"['Egypt', 'Ancient', 'Giza', 'Triangular', 'Structure']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.1646047681570053,"[0.1337530016899109, 0.0025460454635322094, 0.5622451305389404, 0.13669490814208984, 0.00015612461720593274]","Breakfast

---

In this trans",False,0,False,0,"Speaker1: Uh, this is the common food we eat in the morning
Speaker1: like foreign people will eat.",Sandwich,"['Bread', 'Meat', 'Vegetables', 'Burger', 'Stacked']"
berkeley-nest/Starling-LM-7B-alpha,True,no_answers,221,en_in,0.9253089427947998,"[0.05973302572965622, 0.00893909391015768, 3.1619774745195173e-06, 0.00548515934497118, 0.0005305825616233051]","Fisherman

---

In this trans",True,1,False,0,"Speaker0: Uh,
Speaker0: What you call if we,
Speaker0: what will be there in the water?
Speaker1: Fishes,
Speaker0: Who will catch that?",Fisherman,"['Fish', 'Rod', 'Hook', 'Bait', 'Worm']"
