model,load_8bit,prompt_mode,seed,dialect,correct_answer_prob,distractor_probs,generated_answer,chose_correct_answer,chose_correct_answer_num,generated_correct_answer,generated_correct_answer_num,transcript,correct_answer,distractors
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.5454075336456299,"[0.1844901591539383, 3.3474938391009346e-05, 0.0018497357377782464, 0.008376188576221466, 0.2598429024219513]","---

I am going to give",True,1,False,0,"Speaker0: Yeah this is a what we call,
Speaker0: ah,
Speaker0: example ah,
Speaker0: what if for suppose
Speaker0: you, you have a ring right?
Speaker1: Yes, yes.
Speaker0: You have a ring on your finger or anything?
Speaker0: what is it made up of?
Speaker1: gold.
Speaker1: ah silver,
Speaker0: Yeah what,
Speaker0: gold ah what we as called actually?
Speaker1: hmm,",Metal,"['Iron', 'Hard', 'Material', 'Dense', 'Manufactured']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.15722844004631042,"[0.16196905076503754, 0.6003237962722778, 0.08036843687295914, 8.164549944922328e-05, 2.8704385840683244e-05]","---

Transcript: ""Spe",False,0,False,0,Speaker1: What do Scientist book? Scientist,Research,"['Paper', 'Investigate', 'Undertake', 'Document', 'Report']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.35778334736824036,"[0.013427493162453175, 0.16961628198623657, 0.02490546926856041, 0.4271028935909271, 0.0071644652634859085]","---

Transcript: ""Spe",False,0,False,0,"Speaker1: Ah, normally
Speaker1: If there is any
Speaker1: murder, anything happened, Ok?
Speaker1: What they do the next day?
Speaker1: If the night
Speaker1: If last night we had some murder scene there? Ok?
Speaker1: The next day who comes to check? Or do what?
Speaker0: So,",Investigate,"['Crime', 'Police', 'Clue', 'Detective', 'Solve']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.018998155370354652,"[0.0004920504870824516, 0.5446791648864746, 0.006548047065734863, 0.0014849387807771564, 0.4277976453304291]","---

Transcript: ""Spe",False,0,False,0,"Speaker1: uh
Speaker1: ok
Speaker1: um
Speaker1: It is something related to
Speaker1: uh
Speaker1: ok uh if you want to read or anything, we need something right?
Speaker1: uh we can't read without the help of that what is that?",Light,"['Dark', 'Bright', 'See', 'Sun', 'Bulb']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.6210411787033081,"[0.012878235429525375, 0.0063993376679718494, 0.21640588343143463, 0.05048193782567978, 0.0927935317158699]","Caramel

---

I am",True,1,False,0,"Speaker0: Uh, normally we have this
Speaker0: uh it is two
Speaker0: of words. Okay? I'm telling you the second word. I'm giving you a clue for that. Okay?
Speaker0: Um,
Speaker0: it's like
Speaker0: uh the normally use it in uh
Speaker0: cakes or anything, any kind of cakes or anything, this is used.
Speaker0: Uh, it's made by a sugar.
Speaker0: If we,
Speaker0: if we keep on stirring the sugar, we get this.
Speaker1: If it's starting with the sweets, sweet caramel.
Speaker0: Yes.
Speaker0: Okay.
Speaker0: And if, this is the second word. Okay?
Speaker0: And the first word is normally on cakes
Speaker0: we get something to see very decorative and very attractive. What is it?",Creme caramel,"['Milk', 'Mould', 'Dessert', 'Egg', 'Syrup']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.13249912858009338,"[0.20325231552124023, 0.36597275733947754, 0.2982315123081207, 4.232275387039408e-05, 2.0240331650711596e-06]","---

Transcript: ""Spe",False,0,False,0,"Speaker1: Ah,
Speaker1: next is, ok.
Speaker1: ah,
Speaker1: Where are we living normally?
Speaker0: Though we are living on earth.
Speaker1: Ok, the other name for earth?
Speaker1: The other name for earth?
Speaker0: You are regarding, you are asking regarding to the solar system.
Speaker1: Yes.",Planet,"['Earth', 'Venus', 'Saturn', 'Space', 'Mass']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.3475593328475952,"[0.06561695784330368, 7.738047315797303e-06, 0.2748697102069855, 0.037076521664857864, 0.2748697102069855]","---

Transcript: ""Spe",True,1,False,0,"Speaker1: Okay,
Speaker1: Normally
Speaker1: when we are small okay
Speaker1: We go somewhere right
Speaker1: to complete our education. This is the first part of our education.
Speaker0: okay
Speaker1: at from five years
Speaker1: we start going somewhere. Where is it?
Speaker1: To an education institute right.
Speaker1: What is that we called?
Speaker0: school
Speaker1: okay
Speaker1: In school, what is more important for us?
Speaker1: There is a dress code right.",School uniform,"['Garment', 'Children', 'School', 'Clothing', 'School']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.8722075819969177,"[1.5910849469946697e-05, 0.021881822496652603, 3.155746981065022e-06, 0.09405534714460373, 0.011836186051368713]","---

Transcript: ""Spe",True,1,False,0,"Speaker1: Ok, I got this phone, Ok?
Speaker1: uh, sorry I got this word.
Speaker1: Ok generally uh, we
Speaker1: we
Speaker1: talk
Speaker1: on this. We connected to our laptops or this thing.
Speaker1: to to talk. What you say?
Speaker0: Ear phone?
Speaker1: Yeah, one more thing?
Speaker1: What is the other word for small, small?",Microphone,"['Sound', 'Voice', 'Sing', 'Amplify', 'Speak']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.8825613856315613,"[0.004083976615220308, 0.04279964789748192, 0.0018201622879132628, 0.06865716725587845, 7.771896343911067e-05]","Bill Gates

---

Transcript",True,1,False,0,"Speaker0: Ok, this guy is very famous, Ok? He is one of the you know
Speaker0: uh,
Speaker0: How to tell him?
Speaker0: He is very famous way, you know uh,
Speaker0: It's a um,
Speaker0: one
Speaker0: kind of a
Speaker1: He is very famous.
Speaker0: Yeah, he created one thing
Speaker1: Hmm
Speaker0: one type of operation system.
Speaker1: hmm,
Speaker0: Which is not, which is similar to android only.
Speaker1: Like Apple?
Speaker0: Yeah, yeah who is a
Speaker0: one
Speaker1: founder CEO?
Speaker0: Yeah, yeah, yeah",Steve Jobs,"['Iphone', 'Founder', 'Genius', 'Apple', 'Mac']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.9360042810440063,"[5.412385235104011e-06, 0.0019855087157338858, 0.0013376824790611863, 0.0015918902354314923, 0.05907526984810829]",Sex and the City,True,1,True,1,"Speaker1: Okay.
Speaker1: Okay this is a name of a movie okay?
Speaker0: hmm,
Speaker1: it's ah,
Speaker1: Okay, it's four words.
Speaker0: Okay.
Speaker1: Easy,
Speaker0: hmm,
Speaker1: first one is very important to everyone.
Speaker1: Like if they going if they get you know married or something
Speaker0: Okay, is it a kind of a webseries?
Speaker1: No, it's a movie.
Speaker1: Very famous movie okay?
Speaker1: Okay, ah I will okay four words,
Speaker1: first word is very ah this thing it is a you know it's related to our hormones,
Speaker0: hmm.
Speaker1: Okay?
Speaker1: Can you guess it related to me finally?
Speaker0: okay, sex?
Speaker1: Yeah.
Speaker1: It's first one,
Speaker0: it's",Sex and the City,"['Series', 'Women', 'New York', 'Moms', 'Relationships']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.20253627002239227,"[0.16217774152755737, 4.830197576666251e-05, 0.00011942444689339027, 0.10815973579883575, 0.5269585847854614]","---

Transcript: ""Spe",False,0,False,0,"Speaker1: Okay, next this thing
Speaker0: Okay, If we eat something
Speaker1: hh.
Speaker0: but what do we do
Speaker1: like which you and then we",Swallow,"['Bird', 'Spring', 'Black', 'Fly', 'Migrate']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.7399099469184875,"[7.91764905443415e-05, 6.603391375392675e-05, 0.12191091477870941, 0.08612065762281418, 0.05191325768828392]","---

Transcript: ""Spe",True,1,False,0,"Speaker1: Okay this is very you know one of the planet
Speaker1: almost a planet.
Speaker0: hmm,
Speaker1: You can see the everyday
Speaker0: hm
Speaker1: after sun's.",Moon,"['Space', 'Full', 'Night', 'Half', 'Sky']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.9271926879882812,"[0.01814393512904644, 0.013323177583515644, 0.004143888596445322, 0.0033906467724591494, 0.033805616199970245]","Taj Mahal

---

Trans",True,1,True,1,"Speaker1: Uh,
Speaker1: It's a very famous
Speaker1: the place
Speaker1: a
Speaker0: Okay.
Speaker1: Where
Speaker1: what did Sha Jahan build for Mumtaz? Yes.",Taj Mahal,"['Tourist Site', 'Agra', 'Landmark', 'Religious', 'Ivory-White']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.2091725915670395,"[0.00029991648625582457, 0.011282797902822495, 0.055006980895996094, 0.7242146730422974, 2.311721800651867e-05]","---

Transcript: ""Spe",False,0,False,0,"Speaker0: Ah,
Speaker0: It's a
Speaker0: place
Speaker0: where we can see different type of things
Speaker0: let where where
Speaker1: Exhibition?
Speaker0: No,
Speaker0: we have wells connection of dingoes Right?
Speaker1: Yeah, yeah, yeah it's",Museum,"['Art', 'Building', 'Painting', 'Exhibition', 'Collection']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.43575456738471985,"[2.885581852751784e-05, 2.76491937256651e-05, 0.3089334964752197, 0.2297435998916626, 0.025511780753731728]","---

Transcript: ""Spe",True,1,False,0,"Speaker1: hmm when we go on a bike we will raise the accelerator right?
Speaker0: hmm
Speaker1: ah what does that called?
Speaker0: Its for speed?
Speaker1: yes
Speaker0: Okay, speed.
Speaker1: ah what does we when its dark we will turn on?
Speaker0: ah light
Speaker1: yeah there is a middle word which is like
Speaker0: Okay, is it related to some
Speaker1: yes
Speaker0: this physics or something?",Speed of Light,"['Fast', 'Space', 'Physics', 'Travel', 'The Sun']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.5056008100509644,"[0.40907683968544006, 0.025260837748646736, 0.015860574319958687, 0.03532670438289642, 0.008874253369867802]","---

Transcript: ""Spe",True,1,False,0,"Speaker1: yes.
Speaker1: hh
Speaker1: it's a kind of
Speaker1: watery place.
Speaker0: Okay, is it in India?
Speaker1: no.
Speaker1: ah,
Speaker0: some mission some
Speaker1: It's beside India, yes like that.
Speaker0: Okay, West Bengal.
Speaker1: HH.
Speaker0: Mediterranean Sea?
Speaker1: No,
Speaker0: am.
Speaker0: Indian Ocean?
Speaker1: no.",Atlantic Ocean,"['Pacific', 'Salty Water', 'Coast', 'Sea', 'Fish']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.06294535845518112,"[0.004008824471384287, 0.03066287375986576, 0.896881103515625, 0.0028733727522194386, 0.0026284772902727127]","---

Transcript: ""Spe",False,0,False,0,"Speaker0: Ok change the question
Speaker1: uh
Speaker0: um um this is this word belongs to the images
Speaker0: uh
Speaker1: images?.
Speaker0: yes
Speaker0: the in
Speaker1: any format or something
Speaker0: no no no in images there is we have some small small kind of thing
Speaker1: yeah yeah um
Speaker1: small small dots
Speaker0: yes
Speaker1: uh",Pixel,"['Screen', 'Dot', 'Square', 'Color', 'Video']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.08491583168506622,"[0.004185530822724104, 0.8368223309516907, 0.07405487447977066, 9.78772368398495e-06, 1.1670949788822327e-05]","Transcript: ""Speaker0:",False,0,False,0,"Speaker0: ah, ah, like If we want to know about something what do we do?",Research,"['Paper', 'Investigate', 'Undertake', 'Document', 'Report']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.706853449344635,"[0.023091565817594528, 3.267410284024663e-05, 6.992892735979694e-07, 0.0010040533961728215, 0.2690175771713257]","Guitar

---

Transcript:",True,1,False,0,"Speaker0: Ok, It's a
Speaker0: type of a thing, ah
Speaker1: Ok.
Speaker0: uh, use to play.
Speaker0: like, like harmony,
Speaker1: playing
Speaker1: Ok, some instrument uh, like tabla
Speaker0: Hmm,
Speaker0: hmm
Speaker1: or guiter.
Speaker0: Yes, but there is type of guitars, right?
Speaker1: Ok, Guitar, the word guitar is present?
Speaker0: Yes, guitar is present, there is another word in front of it but it is a type of a guitar.
Speaker1: Ok.
Speaker1: Uh,
Speaker0: Do you know it?
Speaker1: Yeah!
Speaker1: Like is it you know soft music or like a jazz, bass or something?
Speaker0: Yes,
Speaker0: Yes, the second word which you have",Bass Guitar,"['Instrument', 'Strings', 'Low', 'Pitch', 'Electric']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.82335364818573,"[0.11438431590795517, 0.004911771975457668, 0.020940029993653297, 2.1324249246390536e-05, 0.03638892620801926]","---

Transcript: ""Spe",True,1,False,0,"Speaker0: Okay.
Speaker0: If
Speaker0: uh uh husband and wife getting so much of quarrel between each other
Speaker0: then what do
Speaker1: What they do?
Speaker0: Yes.
Speaker1: Um, they go for police station or something.
Speaker0: Uh um.
Speaker1: Court.
Speaker0: Yes, the court thing.",Divorce,"['Wedding', 'Civil State', 'Breakup', 'Ex', 'Marriage']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.012487059459090233,"[0.8203755021095276, 0.07718908041715622, 0.06770595163106918, 0.0006867899210192263, 0.02155563235282898]",mosquitoes,False,0,False,0,"Speaker1: Okay.
Speaker1: It's a type of
Speaker1: what do we can say
Speaker1: there are small insects right which will come in night
Speaker0: Okay, um
Speaker0: mosquitoes
Speaker1: yeah what do they
Speaker1: find to us uh yeah",Malaria,"['Mosquito', 'Disease', 'Parasite', 'Fever', 'Tropical']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.028205720707774162,"[0.049994096159935, 0.10646413266658783, 0.2666222155094147, 0.5369139313697815, 0.011799951083958149]","Transcript: ""Speaker0:",False,0,False,0,"Speaker0: The  word is like when we are having this corona time, What the people are uses?",Mask,"['Eyes', 'Cover', 'Venice', 'Carnival', 'Face']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.8521447777748108,"[0.0013436024310067296, 0.019468970596790314, 0.05101751163601875, 0.07601021230220795, 1.4906670912750997e-05]","---

I am going to give",True,1,False,0,"Speaker1: Next, uh if the power is gone
Speaker1: then what will be use in your phone?
Speaker1: Power is off.
Speaker0: Charging
Speaker1: No no no
Speaker0: Then?
Speaker1: If you are if you trying to find something.
Speaker0: Google search
Speaker1: No no no if the power is off,
Speaker1: power
Speaker1: then we are searching for something and we are using our phone.
Speaker1: Like we are searching for something more in a
Speaker1: We are searching for something item,
Speaker1: So we are using our phone
Speaker1: to search it.
Speaker0: You mean the specifications in phone right?
Speaker1: Yes yes
Speaker0: Ok
Speaker0: Mobile data
Speaker1: No no
Speaker0: No
Speaker0: Wi-fi
Speaker1: No no we are looking for something
Speaker1: bright",Flashlight,"['Light', 'Portable', 'Bulb', 'Battery', 'Hand']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.6299473643302917,"[0.01269641611725092, 0.14032593369483948, 0.00013382760516833514, 0.162909597158432, 0.05398689582943916]","---

Transcript: ""Spe",True,1,False,0,"Speaker0: Next it comes like some kind of movie
Speaker0: It is a on character.
Speaker1: Ok
Speaker0: Like super
Speaker0: what is
Speaker1: Spiderman?
Speaker0: No no not Spiderman
Speaker1: Ironman?
Speaker0: No no no
Speaker0: Some kind of character, he is very strong.
Speaker1: Wonder woman?
Speaker0: No
Speaker0: He is the men",Thor,"['Norse', 'Superhero', 'American', 'Marvel', 'Film']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.494121789932251,"[0.054453570395708084, 0.03223869949579239, 0.39386606216430664, 0.025318626314401627, 1.2613343187695136e-06]","---

Transcript: ""Spe",True,1,False,0,"Speaker0: Next one is the word like
Speaker0: It is also some kind of name, the persons name, right.
Speaker0: Uh, where
Speaker0: It is like
Speaker0: gender is opposite to men.
Speaker0: and
Speaker0: She is
Speaker0: intrested in music.
Speaker1: Ok.
Speaker1: You said she is a female. right?
Speaker0: Hmm
Speaker1: Uhh
Speaker1: Selena Gomez?
Speaker0: No No
Speaker1: Uh
Speaker1: What is that?
Speaker0: Like
Speaker0: It is very popular name, uh.
Speaker0: She is a woman.",Rihanna,"['Umbrella', 'Barbados', 'Female', 'Musician', 'Hit']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.6097355484962463,"[0.00010891132114920765, 0.1376030594110489, 0.021959858015179634, 0.000113516507553868, 0.23047901690006256]","---

I will post the answer",True,1,False,0,"Speaker1: Ah, this very a common thing which we have learned in like ah,
Speaker1: CSE clearing.
Speaker1: This is kind of, some kind of ah
Speaker0: Is it a subject?
Speaker1: Yes, it is a subject.
Speaker0: Operating system?
Speaker1: Yes, some kind of like that only.
Speaker0: Ah, C++?
Speaker1: No, no
Speaker0: Java?
Speaker1: Some kind of a
Speaker1: word in it.
Speaker0: Word in the sense?
Speaker1: Ah, what will use in the Java?",Javascript,"['Language', 'Computer', 'Coding', 'Code', 'Technology']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.6650259494781494,"[0.032191839069128036, 0.20253698527812958, 0.025306731462478638, 1.1702800293278415e-06, 0.07493729144334793]","---

Transcript: ""Spe",True,1,False,0,"Speaker0: In Saudi Arabia.
Speaker0: Okay.
Speaker0: Yep.
Speaker0: Uh, here is another word um,
Speaker0: um, What we call medical shop uh, for another name.
Speaker0: Yeah.",Pharmacy,"['Doctor', 'Medicine', 'Prescription', 'Turn', 'Vaccine']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.9040921926498413,"[0.016999932006001472, 0.061344463378190994, 0.009371240623295307, 0.008088674396276474, 0.00010350002412451431]","---

I am going to show",True,1,False,0,"Speaker1: Okay, I will try to explain this word, one word but
Speaker1: two words like,
Speaker1: the person,
Speaker1: ah,
Speaker1: what we call a line in mathematics?
Speaker1: line , line.
Speaker0: ray
Speaker1: Okay um okay that is the first part of the word, and I'm going to explain the second,
Speaker1: ah,
Speaker0: It's a name of a person?
Speaker1: Yes.
Speaker1: Okay, but he is from not from India,
Speaker1: Okay, first one is ray, ah I'm going to explain what,
Speaker1: um,
Speaker0: second one is?
Speaker1: I'm trying to explain that only second one.
Speaker0: and it is related to?
Speaker1: ah like we can ah,
Speaker1: heard his name in like physics.
Speaker1: not I guess he is the celebrity but he is not a scientist.
Speaker1: But ah  the second part of the name we came mostly we will listen in physics.
Speaker0: like ah can you say his name?
Speaker1: ah like,
Speaker0: ah,
Speaker1: ah now you can comment the both the words,
Speaker1: yeah.",Ray Charles,"['Blind', 'Singer', 'Jazz', 'Piano', 'American']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.845601499080658,"[0.0029360707849264145, 0.0009833010844886303, 0.0008765166276134551, 0.13833628594875336, 0.011266219429671764]","---

I am going to give",True,1,False,0,"Speaker0: This is a profession
Speaker0: Uh
Speaker0: But related to not the
Speaker0: Uhm
Speaker1: Doctor
Speaker0: Uh, a doctor.
Speaker0: Uh
Speaker1: I shall should a name different doctors?
Speaker0: Uhn. Uh in in doctor like Cardiologist, like neurologist.
Speaker0: In that we can
Speaker1: Right, yes.
Speaker0: Uh,
Speaker0: In that we can see but he is related to our
Speaker0: Uh",Dentist,"['Mouth', 'Cavity', 'Filling', 'Anesthetics', 'Teeth']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.3561496138572693,"[0.4555389881134033, 0.16709968447685242, 0.020166901871562004, 0.0010431207483634353, 1.7642997818256845e-06]","---

Transcript: ""Spe",False,0,False,0,"Speaker1: for skip
Speaker1: Okay this is the
Speaker1: monument
Speaker1: in the world, where we can
Speaker1: see this is a mummy in mummy film.
Speaker0: Egypt?
Speaker1: okay place is
Speaker1: is that, but what we see in that?",Pyramid,"['Egypt', 'Ancient', 'Giza', 'Triangular', 'Structure']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.24121685326099396,"[0.11992684751749039, 0.00904357060790062, 0.4981687366962433, 0.13058646023273468, 0.001057544955983758]","---

Transcript: ""Spe",False,0,False,0,"Speaker1: Uh, this is the common food we eat in the morning
Speaker1: like foreign people will eat.",Sandwich,"['Bread', 'Meat', 'Vegetables', 'Burger', 'Stacked']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.8809923529624939,"[0.07926449924707413, 0.01588563434779644, 9.542511179461144e-06, 0.021172484382987022, 0.002675470197573304]","---

Transcript: ""Spe",True,1,False,0,"Speaker0: Uh,
Speaker0: What you call if we,
Speaker0: what will be there in the water?
Speaker1: Fishes,
Speaker0: Who will catch that?",Fisherman,"['Fish', 'Rod', 'Hook', 'Bait', 'Worm']"
mistralai/Mistral-7B-v0.1,True,no_answers,221,en_in,0.9336193799972534,"[0.027043333277106285, 0.01596422679722309, 0.0074910433031618595, 0.00872004684060812, 0.00716187572106719]","---

Transcript: ""Spe",True,1,False,0,"Speaker1: Okay.
Speaker1: After school what we expect in summers?
Speaker0: Holidays, holiday.
Speaker1: That second word and the first word will be like uh, if we go to the
Speaker1: what you call, if we use electricity for a month and what we get?",Billie Holiday,"['Jazz', 'Singer', 'Swing', 'Vocal', 'Scat']"
