model,load_8bit,prompt_mode,seed,dialect,correct_answer_prob,distractor_probs,generated_answer,chose_correct_answer,chose_correct_answer_num,generated_correct_answer,generated_correct_answer_num,transcript,correct_answer,distractors,using_chat_template
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.999366819858551,"[1.1411400890892764e-07, 1.0028643515624935e-07, 3.927441866835579e-06, 0.00041790385148487985, 0.00021116080461069942]","ring

---

Transcript: ""Speaker0:",True,1,False,0,"Speaker0: Yeah this is a what we call,
Speaker0: ah,
Speaker0: example ah,
Speaker0: what if for suppose
Speaker0: you, you have a ring right?
Speaker1: Yes, yes.
Speaker0: You have a ring on your finger or anything?
Speaker0: what is it made up of?
Speaker1: gold.
Speaker1: ah silver,
Speaker0: Yeah what,
Speaker0: gold ah what we as called actually?
Speaker1: hmm,",Metal,"['Iron', 'Hard', 'Material', 'Dense', 'Manufactured']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.00895211286842823,"[0.00014421237574424595, 0.41857558488845825, 0.5716624855995178, 0.0005366787663660944, 0.00012896599946543574]","""Book""

---

Transcript: ""Speaker1",False,0,False,0,Speaker1: What do Scientist book? Scientist,Research,"['Paper', 'Investigate', 'Undertake', 'Document', 'Report']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.1797581911087036,"[0.0006122540798969567, 0.013765061274170876, 0.21299757063388824, 0.3885203003883362, 0.2043466567993164]","murder

---

Transcript: ""Speaker1:",False,0,False,0,"Speaker1: Ah, normally
Speaker1: If there is any
Speaker1: murder, anything happened, Ok?
Speaker1: What they do the next day?
Speaker1: If the night
Speaker1: If last night we had some murder scene there? Ok?
Speaker1: The next day who comes to check? Or do what?
Speaker0: So,",Investigate,"['Crime', 'Police', 'Clue', 'Detective', 'Solve']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.00014549755724146962,"[3.6971114241168834e-06, 7.65723711992905e-07, 1.3817910257785115e-05, 2.006261274800636e-05, 0.9998161792755127]","""book""

---

Transcript: ""Speaker1",False,0,False,0,"Speaker1: uh
Speaker1: ok
Speaker1: um
Speaker1: It is something related to
Speaker1: uh
Speaker1: ok uh if you want to read or anything, we need something right?
Speaker1: uh we can't read without the help of that what is that?",Light,"['Dark', 'Bright', 'See', 'Sun', 'Bulb']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.002212830586358905,"[0.026928158476948738, 0.017388002946972847, 0.2880251109600067, 0.27847009897232056, 0.3869759142398834]","""caramel""

---

Transcript: ""Speaker",False,0,False,0,"Speaker0: Uh, normally we have this
Speaker0: uh it is two
Speaker0: of words. Okay? I'm telling you the second word. I'm giving you a clue for that. Okay?
Speaker0: Um,
Speaker0: it's like
Speaker0: uh the normally use it in uh
Speaker0: cakes or anything, any kind of cakes or anything, this is used.
Speaker0: Uh, it's made by a sugar.
Speaker0: If we,
Speaker0: if we keep on stirring the sugar, we get this.
Speaker1: If it's starting with the sweets, sweet caramel.
Speaker0: Yes.
Speaker0: Okay.
Speaker0: And if, this is the second word. Okay?
Speaker0: And the first word is normally on cakes
Speaker0: we get something to see very decorative and very attractive. What is it?",Creme caramel,"['Milk', 'Mould', 'Dessert', 'Egg', 'Syrup']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.005293997470289469,"[0.04492325335741043, 0.7982914447784424, 0.15026576817035675, 0.0012191415298730135, 6.327193204924697e-06]","solar system

---

Transcript: ""Speaker1",False,0,False,0,"Speaker1: Ah,
Speaker1: next is, ok.
Speaker1: ah,
Speaker1: Where are we living normally?
Speaker0: Though we are living on earth.
Speaker1: Ok, the other name for earth?
Speaker1: The other name for earth?
Speaker0: You are regarding, you are asking regarding to the solar system.
Speaker1: Yes.",Planet,"['Earth', 'Venus', 'Saturn', 'Space', 'Mass']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.28232064843177795,"[0.04768356308341026, 0.00016701543063391, 0.06000809744000435, 0.5498125553131104, 0.06000809744000435]","school

---

Transcript: ""Speaker1:",False,0,False,0,"Speaker1: Okay,
Speaker1: Normally
Speaker1: when we are small okay
Speaker1: We go somewhere right
Speaker1: to complete our education. This is the first part of our education.
Speaker0: okay
Speaker1: at from five years
Speaker1: we start going somewhere. Where is it?
Speaker1: To an education institute right.
Speaker1: What is that we called?
Speaker0: school
Speaker1: okay
Speaker1: In school, what is more important for us?
Speaker1: There is a dress code right.",School uniform,"['Garment', 'Children', 'School', 'Clothing', 'School']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.44145044684410095,"[2.9556385925388895e-05, 0.000141961601912044, 1.6101035726023838e-05, 0.5582590699195862, 0.00010283021401846781]","phone

---

Transcript: ""Speaker1:",False,0,False,0,"Speaker1: Ok, I got this phone, Ok?
Speaker1: uh, sorry I got this word.
Speaker1: Ok generally uh, we
Speaker1: we
Speaker1: talk
Speaker1: on this. We connected to our laptops or this thing.
Speaker1: to to talk. What you say?
Speaker0: Ear phone?
Speaker1: Yeah, one more thing?
Speaker1: What is the other word for small, small?",Microphone,"['Sound', 'Voice', 'Sing', 'Amplify', 'Speak']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.049463123083114624,"[0.9471056461334229, 7.231002382468432e-05, 0.0022813763935118914, 0.0010037821484729648, 7.378882582997903e-05]","""apple""",False,0,False,0,"Speaker0: Ok, this guy is very famous, Ok? He is one of the you know
Speaker0: uh,
Speaker0: How to tell him?
Speaker0: He is very famous way, you know uh,
Speaker0: It's a um,
Speaker0: one
Speaker0: kind of a
Speaker1: He is very famous.
Speaker0: Yeah, he created one thing
Speaker1: Hmm
Speaker0: one type of operation system.
Speaker1: hmm,
Speaker0: Which is not, which is similar to android only.
Speaker1: Like Apple?
Speaker0: Yeah, yeah who is a
Speaker0: one
Speaker1: founder CEO?
Speaker0: Yeah, yeah, yeah",Steve Jobs,"['Iphone', 'Founder', 'Genius', 'Apple', 'Mac']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.8583250641822815,"[8.666782377986237e-06, 4.4773632907890715e-06, 0.003660367103293538, 0.11371522396802902, 0.024286167696118355]","sex

---

Transcript: ""Speaker1:",True,1,False,0,"Speaker1: Okay.
Speaker1: Okay this is a name of a movie okay?
Speaker0: hmm,
Speaker1: it's ah,
Speaker1: Okay, it's four words.
Speaker0: Okay.
Speaker1: Easy,
Speaker0: hmm,
Speaker1: first one is very important to everyone.
Speaker1: Like if they going if they get you know married or something
Speaker0: Okay, is it a kind of a webseries?
Speaker1: No, it's a movie.
Speaker1: Very famous movie okay?
Speaker1: Okay, ah I will okay four words,
Speaker1: first word is very ah this thing it is a you know it's related to our hormones,
Speaker0: hmm.
Speaker1: Okay?
Speaker1: Can you guess it related to me finally?
Speaker0: okay, sex?
Speaker1: Yeah.
Speaker1: It's first one,
Speaker0: it's",Sex and the City,"['Series', 'Women', 'New York', 'Moms', 'Relationships']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.6261418461799622,"[9.43060003919527e-05, 3.037545866391156e-05, 5.348005652194843e-05, 0.00018964811170008034, 0.37349027395248413]","eat

---

Transcript: ""Speaker1:",True,1,False,0,"Speaker1: Okay, next this thing
Speaker0: Okay, If we eat something
Speaker1: hh.
Speaker0: but what do we do
Speaker1: like which you and then we",Swallow,"['Bird', 'Spring', 'Black', 'Fly', 'Migrate']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.8430367112159729,"[8.924444955482613e-06, 1.3890226568946673e-07, 0.1569518744945526, 1.825397077936941e-07, 2.2067251848056912e-06]","""moon""

---

Transcript: ""Speaker1",True,1,True,1,"Speaker1: Okay this is very you know one of the planet
Speaker1: almost a planet.
Speaker0: hmm,
Speaker1: You can see the everyday
Speaker0: hm
Speaker1: after sun's.",Moon,"['Space', 'Full', 'Night', 'Half', 'Sky']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.6431111693382263,"[0.000456302979728207, 0.3525998294353485, 0.00011271452240180224, 3.9237576856976375e-05, 0.0036807775031775236]","Taj Mahal

---

Transcript: ""Speaker",True,1,True,1,"Speaker1: Uh,
Speaker1: It's a very famous
Speaker1: the place
Speaker1: a
Speaker0: Okay.
Speaker1: Where
Speaker1: what did Sha Jahan build for Mumtaz? Yes.",Taj Mahal,"['Tourist Site', 'Agra', 'Landmark', 'Religious', 'Ivory-White']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.9812561869621277,"[1.9083995539403986e-06, 1.7967045096156653e-07, 0.00033812213223427534, 0.018402554094791412, 1.067477114702342e-06]","exhibition

---

Transcript: ""Speaker0:",True,1,False,0,"Speaker0: Ah,
Speaker0: It's a
Speaker0: place
Speaker0: where we can see different type of things
Speaker0: let where where
Speaker1: Exhibition?
Speaker0: No,
Speaker0: we have wells connection of dingoes Right?
Speaker1: Yeah, yeah, yeah it's",Museum,"['Art', 'Building', 'Painting', 'Exhibition', 'Collection']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.7988550066947937,"[0.00013271166244521737, 0.0003089269157499075, 0.10360913723707199, 1.827661799325142e-05, 0.09707601368427277]","physics

---

Transcript: ""Speaker1:",True,1,False,0,"Speaker1: hmm when we go on a bike we will raise the accelerator right?
Speaker0: hmm
Speaker1: ah what does that called?
Speaker0: Its for speed?
Speaker1: yes
Speaker0: Okay, speed.
Speaker1: ah what does we when its dark we will turn on?
Speaker0: ah light
Speaker1: yeah there is a middle word which is like
Speaker0: Okay, is it related to some
Speaker1: yes
Speaker0: this physics or something?",Speed of Light,"['Fast', 'Space', 'Physics', 'Travel', 'The Sun']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.13204582035541534,"[0.00020239563309587538, 0.653785228729248, 0.20811696350574493, 0.005835017189383507, 1.4534330148308072e-05]","ocean

---

Transcript: ""Speaker1:",False,0,False,0,"Speaker1: yes.
Speaker1: hh
Speaker1: it's a kind of
Speaker1: watery place.
Speaker0: Okay, is it in India?
Speaker1: no.
Speaker1: ah,
Speaker0: some mission some
Speaker1: It's beside India, yes like that.
Speaker0: Okay, West Bengal.
Speaker1: HH.
Speaker0: Mediterranean Sea?
Speaker1: No,
Speaker0: am.
Speaker0: Indian Ocean?
Speaker1: no.",Atlantic Ocean,"['Pacific', 'Salty Water', 'Coast', 'Sea', 'Fish']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.07279188930988312,"[0.0012652790173888206, 0.9211956262588501, 0.000905306835193187, 0.0028154179453849792, 0.0010264890734106302]","dots

---

Transcript: ""Speaker0:",False,0,False,0,"Speaker0: Ok change the question
Speaker1: uh
Speaker0: um um this is this word belongs to the images
Speaker0: uh
Speaker1: images?.
Speaker0: yes
Speaker0: the in
Speaker1: any format or something
Speaker0: no no no in images there is we have some small small kind of thing
Speaker1: yeah yeah um
Speaker1: small small dots
Speaker0: yes
Speaker1: uh",Pixel,"['Screen', 'Dot', 'Square', 'Color', 'Video']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.007119975984096527,"[4.809681286133127e-06, 0.6658161878585815, 0.32681670784950256, 0.00021712182206101716, 2.518454311939422e-05]","""ask""

Transcript: ""Speaker1:",False,0,False,0,"Speaker0: ah, ah, like If we want to know about something what do we do?",Research,"['Paper', 'Investigate', 'Undertake', 'Document', 'Report']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.8182280659675598,"[0.00021659460617229342, 0.18154679238796234, 2.3122400705233304e-07, 1.0074380725200172e-06, 7.334725978580536e-06]","guitar

---

Transcript: ""Speaker0:",True,1,False,0,"Speaker0: Ok, It's a
Speaker0: type of a thing, ah
Speaker1: Ok.
Speaker0: uh, use to play.
Speaker0: like, like harmony,
Speaker1: playing
Speaker1: Ok, some instrument uh, like tabla
Speaker0: Hmm,
Speaker0: hmm
Speaker1: or guiter.
Speaker0: Yes, but there is type of guitars, right?
Speaker1: Ok, Guitar, the word guitar is present?
Speaker0: Yes, guitar is present, there is another word in front of it but it is a type of a guitar.
Speaker1: Ok.
Speaker1: Uh,
Speaker0: Do you know it?
Speaker1: Yeah!
Speaker1: Like is it you know soft music or like a jazz, bass or something?
Speaker0: Yes,
Speaker0: Yes, the second word which you have",Bass Guitar,"['Instrument', 'Strings', 'Low', 'Pitch', 'Electric']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.5854959487915039,"[0.1324397474527359, 0.010918577201664448, 0.021964525803923607, 9.309487359132618e-05, 0.24908815324306488]","court

---

Transcript: ""Speaker0:",True,1,False,0,"Speaker0: Okay.
Speaker0: If
Speaker0: uh uh husband and wife getting so much of quarrel between each other
Speaker0: then what do
Speaker1: What they do?
Speaker0: Yes.
Speaker1: Um, they go for police station or something.
Speaker0: Uh um.
Speaker1: Court.
Speaker0: Yes, the court thing.",Divorce,"['Wedding', 'Civil State', 'Breakup', 'Ex', 'Marriage']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.0005953661748208106,"[0.8578127026557922, 0.13187044858932495, 0.004423278383910656, 0.004746157210320234, 0.0005519622354768217]","mosquitoes

---

Transcript: ""Speaker1:",False,0,False,0,"Speaker1: Okay.
Speaker1: It's a type of
Speaker1: what do we can say
Speaker1: there are small insects right which will come in night
Speaker0: Okay, um
Speaker0: mosquitoes
Speaker1: yeah what do they
Speaker1: find to us uh yeah",Malaria,"['Mosquito', 'Disease', 'Parasite', 'Fever', 'Tropical']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.0013201440451666713,"[0.5265514850616455, 2.223732190032024e-05, 0.004303415771573782, 0.4674268066883087, 0.00037589596468023956]","""mask""

Transcript: ""Speaker1:",False,0,True,1,"Speaker0: The  word is like when we are having this corona time, What the people are uses?",Mask,"['Eyes', 'Cover', 'Venice', 'Carnival', 'Face']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.025280291214585304,"[0.0004362547188065946, 3.431813183851773e-06, 0.9742370247840881, 4.28423700213898e-05, 2.1715368347940966e-07]","specifications

Transcript: ""Speaker1: Next",False,0,False,0,"Speaker1: Next, uh if the power is gone
Speaker1: then what will be use in your phone?
Speaker1: Power is off.
Speaker0: Charging
Speaker1: No no no
Speaker0: Then?
Speaker1: If you are if you trying to find something.
Speaker0: Google search
Speaker1: No no no if the power is off,
Speaker1: power
Speaker1: then we are searching for something and we are using our phone.
Speaker1: Like we are searching for something more in a
Speaker1: We are searching for something item,
Speaker1: So we are using our phone
Speaker1: to search it.
Speaker0: You mean the specifications in phone right?
Speaker1: Yes yes
Speaker0: Ok
Speaker0: Mobile data
Speaker1: No no
Speaker0: No
Speaker0: Wi-fi
Speaker1: No no we are looking for something
Speaker1: bright",Flashlight,"['Light', 'Portable', 'Bulb', 'Battery', 'Hand']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,2.6150946723646484e-05,"[0.45391708612442017, 0.5458765625953674, 3.0054176022531465e-05, 4.18306008214131e-05, 0.00010830978135345504]","""superhero""

---

Transcript: ""Speaker",False,0,False,0,"Speaker0: Next it comes like some kind of movie
Speaker0: It is a on character.
Speaker1: Ok
Speaker0: Like super
Speaker0: what is
Speaker1: Spiderman?
Speaker0: No no not Spiderman
Speaker1: Ironman?
Speaker0: No no no
Speaker0: Some kind of character, he is very strong.
Speaker1: Wonder woman?
Speaker0: No
Speaker0: He is the men",Thor,"['Norse', 'Superhero', 'American', 'Marvel', 'Film']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.05163685604929924,"[0.39249080419540405, 0.1436730921268463, 0.0010687054600566626, 0.41111916303634644, 1.1411765626689885e-05]","""Selena Gomez""

---

Transcript: """,False,0,False,0,"Speaker0: Next one is the word like
Speaker0: It is also some kind of name, the persons name, right.
Speaker0: Uh, where
Speaker0: It is like
Speaker0: gender is opposite to men.
Speaker0: and
Speaker0: She is
Speaker0: intrested in music.
Speaker1: Ok.
Speaker1: You said she is a female. right?
Speaker0: Hmm
Speaker1: Uhh
Speaker1: Selena Gomez?
Speaker0: No No
Speaker1: Uh
Speaker1: What is that?
Speaker0: Like
Speaker0: It is very popular name, uh.
Speaker0: She is a woman.",Rihanna,"['Umbrella', 'Barbados', 'Female', 'Musician', 'Hit']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.0009126440272666514,"[0.01538715697824955, 0.11800911277532578, 0.8605917096138, 0.003334825625643134, 0.0017645087791606784]","CSE

---

Transcript: ""Speaker1",False,0,False,0,"Speaker1: Ah, this very a common thing which we have learned in like ah,
Speaker1: CSE clearing.
Speaker1: This is kind of, some kind of ah
Speaker0: Is it a subject?
Speaker1: Yes, it is a subject.
Speaker0: Operating system?
Speaker1: Yes, some kind of like that only.
Speaker0: Ah, C++?
Speaker1: No, no
Speaker0: Java?
Speaker1: Some kind of a
Speaker1: word in it.
Speaker0: Word in the sense?
Speaker1: Ah, what will use in the Java?",Javascript,"['Language', 'Computer', 'Coding', 'Code', 'Technology']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.8019192218780518,"[0.00031689321622252464, 0.15617337822914124, 0.03816604986786842, 2.401413439656608e-06, 0.003422127105295658]","pharmacy

---

Transcript: ""Speaker0:",True,1,True,1,"Speaker0: In Saudi Arabia.
Speaker0: Okay.
Speaker0: Yep.
Speaker0: Uh, here is another word um,
Speaker0: um, What we call medical shop uh, for another name.
Speaker0: Yeah.",Pharmacy,"['Doctor', 'Medicine', 'Prescription', 'Turn', 'Vaccine']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.1394909918308258,"[0.0018204603111371398, 0.802422821521759, 0.0009329364984296262, 0.055329035967588425, 3.7691306715714745e-06]","ray

---

Transcript: ""Speaker1:",False,0,False,0,"Speaker1: Okay, I will try to explain this word, one word but
Speaker1: two words like,
Speaker1: the person,
Speaker1: ah,
Speaker1: what we call a line in mathematics?
Speaker1: line , line.
Speaker0: ray
Speaker1: Okay um okay that is the first part of the word, and I'm going to explain the second,
Speaker1: ah,
Speaker0: It's a name of a person?
Speaker1: Yes.
Speaker1: Okay, but he is from not from India,
Speaker1: Okay, first one is ray, ah I'm going to explain what,
Speaker1: um,
Speaker0: second one is?
Speaker1: I'm trying to explain that only second one.
Speaker0: and it is related to?
Speaker1: ah like we can ah,
Speaker1: heard his name in like physics.
Speaker1: not I guess he is the celebrity but he is not a scientist.
Speaker1: But ah  the second part of the name we came mostly we will listen in physics.
Speaker0: like ah can you say his name?
Speaker1: ah like,
Speaker0: ah,
Speaker1: ah now you can comment the both the words,
Speaker1: yeah.",Ray Charles,"['Blind', 'Singer', 'Jazz', 'Piano', 'American']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.9989709258079529,"[0.00033407905721105635, 2.267001946165692e-05, 8.795488247415051e-05, 0.0004670050402637571, 0.00011742542847059667]","cardiologist

---

Transcript: ""Speaker0",True,1,False,0,"Speaker0: This is a profession
Speaker0: Uh
Speaker0: But related to not the
Speaker0: Uhm
Speaker1: Doctor
Speaker0: Uh, a doctor.
Speaker0: Uh
Speaker1: I shall should a name different doctors?
Speaker0: Uhn. Uh in in doctor like Cardiologist, like neurologist.
Speaker0: In that we can
Speaker1: Right, yes.
Speaker0: Uh,
Speaker0: In that we can see but he is related to our
Speaker0: Uh",Dentist,"['Mouth', 'Cavity', 'Filling', 'Anesthetics', 'Teeth']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.0016562178498134017,"[0.6316848993301392, 0.3662598431110382, 0.0003807975153904408, 1.8324444681638852e-05, 2.1443119280206702e-08]","mummy

---

Transcript: ""Speaker1",False,0,False,0,"Speaker1: for skip
Speaker1: Okay this is the
Speaker1: monument
Speaker1: in the world, where we can
Speaker1: see this is a mummy in mummy film.
Speaker0: Egypt?
Speaker1: okay place is
Speaker1: is that, but what we see in that?",Pyramid,"['Egypt', 'Ancient', 'Giza', 'Triangular', 'Structure']",False
Qwen/Qwen1.5-7B,True,no_answers,221,en_in,0.0024636173620820045,"[0.98053377866745, 0.0017862851964309812, 0.007857024669647217, 0.007253982592374086, 0.00010527690756134689]","""breakfast""

---

Transcript: ""Speaker",False,0,False,0,"Speaker1: Uh, this is the common food we eat in the morning
Speaker1: like foreign people will eat.",Sandwich,"['Bread', 'Meat', 'Vegetables', 'Burger', 'Stacked']",False
