model,load_8bit,prompt_mode,seed,dialect,correct_answer_prob,distractor_probs,generated_answer,chose_correct_answer,chose_correct_answer_num,generated_correct_answer,generated_correct_answer_num,transcript,correct_answer,distractors,using_chat_template
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.48322612047195435,"[0.06815201044082642, 1.4180952348397113e-05, 0.0003092037804890424, 0.0017421141965314746, 0.44655641913414]",Ring.,True,1,False,0,"Speaker0: Yeah this is a what we call,
Speaker0: ah,
Speaker0: example ah,
Speaker0: what if for suppose
Speaker0: you, you have a ring right?
Speaker1: Yes, yes.
Speaker0: You have a ring on your finger or anything?
Speaker0: what is it made up of?
Speaker1: gold.
Speaker1: ah silver,
Speaker0: Yeah what,
Speaker0: gold ah what we as called actually?
Speaker1: hmm,",Metal,"['Iron', 'Hard', 'Material', 'Dense', 'Manufactured']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.18825970590114594,"[0.11030321568250656, 0.5616720914840698, 0.13970527052879333, 4.6849032514728606e-05, 1.2839608643844258e-05]","Scientist

Transcript: ""Speaker",False,0,False,0,Speaker1: What do Scientist book? Scientist,Research,"['Paper', 'Investigate', 'Undertake', 'Document', 'Report']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.30531907081604004,"[0.012278552167117596, 0.11556880921125412, 0.014723601751029491, 0.549820601940155, 0.002289350377395749]",Detective.,False,0,False,0,"Speaker1: Ah, normally
Speaker1: If there is any
Speaker1: murder, anything happened, Ok?
Speaker1: What they do the next day?
Speaker1: If the night
Speaker1: If last night we had some murder scene there? Ok?
Speaker1: The next day who comes to check? Or do what?
Speaker0: So,",Investigate,"['Crime', 'Police', 'Clue', 'Detective', 'Solve']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.035502031445503235,"[0.000384209823096171, 0.5271775722503662, 0.001290555577725172, 0.0010751164518296719, 0.4345705211162567]",Reading.,False,0,False,0,"Speaker1: uh
Speaker1: ok
Speaker1: um
Speaker1: It is something related to
Speaker1: uh
Speaker1: ok uh if you want to read or anything, we need something right?
Speaker1: uh we can't read without the help of that what is that?",Light,"['Dark', 'Bright', 'See', 'Sun', 'Bulb']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.6253923773765564,"[0.008501961827278137, 0.0031316785607486963, 0.28725239634513855, 0.031091930344700813, 0.04462962970137596]","Caramel.

---

Trans",True,1,False,0,"Speaker0: Uh, normally we have this
Speaker0: uh it is two
Speaker0: of words. Okay? I'm telling you the second word. I'm giving you a clue for that. Okay?
Speaker0: Um,
Speaker0: it's like
Speaker0: uh the normally use it in uh
Speaker0: cakes or anything, any kind of cakes or anything, this is used.
Speaker0: Uh, it's made by a sugar.
Speaker0: If we,
Speaker0: if we keep on stirring the sugar, we get this.
Speaker1: If it's starting with the sweets, sweet caramel.
Speaker0: Yes.
Speaker0: Okay.
Speaker0: And if, this is the second word. Okay?
Speaker0: And the first word is normally on cakes
Speaker0: we get something to see very decorative and very attractive. What is it?",Creme caramel,"['Milk', 'Mould', 'Dessert', 'Egg', 'Syrup']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.17166970670223236,"[0.24556371569633484, 0.36322087049484253, 0.21952493488788605, 2.0197388948872685e-05, 5.563970262301154e-07]",Earth.,False,0,False,0,"Speaker1: Ah,
Speaker1: next is, ok.
Speaker1: ah,
Speaker1: Where are we living normally?
Speaker0: Though we are living on earth.
Speaker1: Ok, the other name for earth?
Speaker1: The other name for earth?
Speaker0: You are regarding, you are asking regarding to the solar system.
Speaker1: Yes.",Planet,"['Earth', 'Venus', 'Saturn', 'Space', 'Mass']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.28651705384254456,"[0.05096832662820816, 2.3089544356480474e-06, 0.3157554268836975, 0.03100144863128662, 0.3157554268836975]","School

---

Transcript: """,False,0,False,0,"Speaker1: Okay,
Speaker1: Normally
Speaker1: when we are small okay
Speaker1: We go somewhere right
Speaker1: to complete our education. This is the first part of our education.
Speaker0: okay
Speaker1: at from five years
Speaker1: we start going somewhere. Where is it?
Speaker1: To an education institute right.
Speaker1: What is that we called?
Speaker0: school
Speaker1: okay
Speaker1: In school, what is more important for us?
Speaker1: There is a dress code right.",School uniform,"['Garment', 'Children', 'School', 'Clothing', 'School']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.8926030993461609,"[7.044390258670319e-06, 0.02711949124932289, 1.1377886721675168e-06, 0.0679992064833641, 0.012270044535398483]",Earphone.,True,1,False,0,"Speaker1: Ok, I got this phone, Ok?
Speaker1: uh, sorry I got this word.
Speaker1: Ok generally uh, we
Speaker1: we
Speaker1: talk
Speaker1: on this. We connected to our laptops or this thing.
Speaker1: to to talk. What you say?
Speaker0: Ear phone?
Speaker1: Yeah, one more thing?
Speaker1: What is the other word for small, small?",Microphone,"['Sound', 'Voice', 'Sing', 'Amplify', 'Speak']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.9173487424850464,"[0.008058295585215092, 0.034089602530002594, 0.001720578409731388, 0.038770340383052826, 1.246271585841896e-05]","Bill Gates

---

Transcript",True,1,False,0,"Speaker0: Ok, this guy is very famous, Ok? He is one of the you know
Speaker0: uh,
Speaker0: How to tell him?
Speaker0: He is very famous way, you know uh,
Speaker0: It's a um,
Speaker0: one
Speaker0: kind of a
Speaker1: He is very famous.
Speaker0: Yeah, he created one thing
Speaker1: Hmm
Speaker0: one type of operation system.
Speaker1: hmm,
Speaker0: Which is not, which is similar to android only.
Speaker1: Like Apple?
Speaker0: Yeah, yeah who is a
Speaker0: one
Speaker1: founder CEO?
Speaker0: Yeah, yeah, yeah",Steve Jobs,"['Iphone', 'Founder', 'Genius', 'Apple', 'Mac']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.9609781503677368,"[9.53706944528676e-07, 0.0014048892771825194, 0.0003769459726754576, 0.00029308832017704844, 0.03694594278931618]","""Sex and the City""",True,1,True,1,"Speaker1: Okay.
Speaker1: Okay this is a name of a movie okay?
Speaker0: hmm,
Speaker1: it's ah,
Speaker1: Okay, it's four words.
Speaker0: Okay.
Speaker1: Easy,
Speaker0: hmm,
Speaker1: first one is very important to everyone.
Speaker1: Like if they going if they get you know married or something
Speaker0: Okay, is it a kind of a webseries?
Speaker1: No, it's a movie.
Speaker1: Very famous movie okay?
Speaker1: Okay, ah I will okay four words,
Speaker1: first word is very ah this thing it is a you know it's related to our hormones,
Speaker0: hmm.
Speaker1: Okay?
Speaker1: Can you guess it related to me finally?
Speaker0: okay, sex?
Speaker1: Yeah.
Speaker1: It's first one,
Speaker0: it's",Sex and the City,"['Series', 'Women', 'New York', 'Moms', 'Relationships']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.16503098607063293,"[0.1819397360086441, 5.737613537348807e-05, 7.893553265603259e-05, 0.1805034875869751, 0.47238948941230774]","_______________________

---

Trans",False,0,False,0,"Speaker1: Okay, next this thing
Speaker0: Okay, If we eat something
Speaker1: hh.
Speaker0: but what do we do
Speaker1: like which you and then we",Swallow,"['Bird', 'Spring', 'Black', 'Fly', 'Migrate']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.7000032663345337,"[8.194737893063575e-05, 1.0322575690224767e-05, 0.21807698905467987, 0.037419643253088, 0.04440781846642494]",Moon.,True,1,True,1,"Speaker1: Okay this is very you know one of the planet
Speaker1: almost a planet.
Speaker0: hmm,
Speaker1: You can see the everyday
Speaker0: hm
Speaker1: after sun's.",Moon,"['Space', 'Full', 'Night', 'Half', 'Sky']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.9332782626152039,"[0.018747838214039803, 0.00966271199285984, 0.003908348269760609, 0.0015015129465609789, 0.03290136530995369]",Taj Mahal.,True,1,True,1,"Speaker1: Uh,
Speaker1: It's a very famous
Speaker1: the place
Speaker1: a
Speaker0: Okay.
Speaker1: Where
Speaker1: what did Sha Jahan build for Mumtaz? Yes.",Taj Mahal,"['Tourist Site', 'Agra', 'Landmark', 'Religious', 'Ivory-White']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.2831900119781494,"[0.0002575225371401757, 0.013259051367640495, 0.04035201296210289, 0.6629317998886108, 9.651777872932144e-06]",Museum.,False,0,True,1,"Speaker0: Ah,
Speaker0: It's a
Speaker0: place
Speaker0: where we can see different type of things
Speaker0: let where where
Speaker1: Exhibition?
Speaker0: No,
Speaker0: we have wells connection of dingoes Right?
Speaker1: Yeah, yeah, yeah it's",Museum,"['Art', 'Building', 'Painting', 'Exhibition', 'Collection']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.501487135887146,"[1.5722242096671835e-05, 6.954952368687373e-06, 0.29192209243774414, 0.19060470163822174, 0.01596333645284176]","Accelerator

---

Transcript",True,1,False,0,"Speaker1: hmm when we go on a bike we will raise the accelerator right?
Speaker0: hmm
Speaker1: ah what does that called?
Speaker0: Its for speed?
Speaker1: yes
Speaker0: Okay, speed.
Speaker1: ah what does we when its dark we will turn on?
Speaker0: ah light
Speaker1: yeah there is a middle word which is like
Speaker0: Okay, is it related to some
Speaker1: yes
Speaker0: this physics or something?",Speed of Light,"['Fast', 'Space', 'Physics', 'Travel', 'The Sun']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.5585364699363708,"[0.35215604305267334, 0.03847210854291916, 0.013844425790011883, 0.027866365388035774, 0.009124472737312317]",Arabian Sea.,True,1,False,0,"Speaker1: yes.
Speaker1: hh
Speaker1: it's a kind of
Speaker1: watery place.
Speaker0: Okay, is it in India?
Speaker1: no.
Speaker1: ah,
Speaker0: some mission some
Speaker1: It's beside India, yes like that.
Speaker0: Okay, West Bengal.
Speaker1: HH.
Speaker0: Mediterranean Sea?
Speaker1: No,
Speaker0: am.
Speaker0: Indian Ocean?
Speaker1: no.",Atlantic Ocean,"['Pacific', 'Salty Water', 'Coast', 'Sea', 'Fish']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.10201673209667206,"[0.0014677565777674317, 0.032621774822473526, 0.8618302941322327, 0.0011697278823703527, 0.0008937475504353642]",Dots.,False,0,False,0,"Speaker0: Ok change the question
Speaker1: uh
Speaker0: um um this is this word belongs to the images
Speaker0: uh
Speaker1: images?.
Speaker0: yes
Speaker0: the in
Speaker1: any format or something
Speaker0: no no no in images there is we have some small small kind of thing
Speaker1: yeah yeah um
Speaker1: small small dots
Speaker0: yes
Speaker1: uh",Pixel,"['Screen', 'Dot', 'Square', 'Color', 'Video']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.07545168697834015,"[0.004129316192120314, 0.7668636441230774, 0.15353696048259735, 1.043974953063298e-05, 7.95766209193971e-06]","Research

Transcript: ""Speaker1",False,0,True,1,"Speaker0: ah, ah, like If we want to know about something what do we do?",Research,"['Paper', 'Investigate', 'Undertake', 'Document', 'Report']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.7201457023620605,"[0.0157986581325531, 2.5484525394858792e-05, 2.0877467932223226e-07, 0.00027018494438380003, 0.2637597322463989]",Harmonica.,True,1,False,0,"Speaker0: Ok, It's a
Speaker0: type of a thing, ah
Speaker1: Ok.
Speaker0: uh, use to play.
Speaker0: like, like harmony,
Speaker1: playing
Speaker1: Ok, some instrument uh, like tabla
Speaker0: Hmm,
Speaker0: hmm
Speaker1: or guiter.
Speaker0: Yes, but there is type of guitars, right?
Speaker1: Ok, Guitar, the word guitar is present?
Speaker0: Yes, guitar is present, there is another word in front of it but it is a type of a guitar.
Speaker1: Ok.
Speaker1: Uh,
Speaker0: Do you know it?
Speaker1: Yeah!
Speaker1: Like is it you know soft music or like a jazz, bass or something?
Speaker0: Yes,
Speaker0: Yes, the second word which you have",Bass Guitar,"['Instrument', 'Strings', 'Low', 'Pitch', 'Electric']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.8709104657173157,"[0.08722297847270966, 0.0023831871803849936, 0.011197776533663273, 1.619388285689638e-06, 0.02828392945230007]",Divorce.,True,1,True,1,"Speaker0: Okay.
Speaker0: If
Speaker0: uh uh husband and wife getting so much of quarrel between each other
Speaker0: then what do
Speaker1: What they do?
Speaker0: Yes.
Speaker1: Um, they go for police station or something.
Speaker0: Uh um.
Speaker1: Court.
Speaker0: Yes, the court thing.",Divorce,"['Wedding', 'Civil State', 'Breakup', 'Ex', 'Marriage']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.013542857021093369,"[0.8191995620727539, 0.061988022178411484, 0.08434407413005829, 0.0003397733671590686, 0.020585650578141212]",Mosquitoes.,False,0,False,0,"Speaker1: Okay.
Speaker1: It's a type of
Speaker1: what do we can say
Speaker1: there are small insects right which will come in night
Speaker0: Okay, um
Speaker0: mosquitoes
Speaker1: yeah what do they
Speaker1: find to us uh yeah",Malaria,"['Mosquito', 'Disease', 'Parasite', 'Fever', 'Tropical']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.04995812848210335,"[0.06962282210588455, 0.08630211651325226, 0.4347517192363739, 0.34754109382629395, 0.01182410679757595]","Mask

Transcript: ""Speaker1",False,0,True,1,"Speaker0: The  word is like when we are having this corona time, What the people are uses?",Mask,"['Eyes', 'Cover', 'Venice', 'Carnival', 'Face']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.8925246000289917,"[0.0007692081271670759, 0.019295280799269676, 0.03653695061802864, 0.050870630890131, 3.3057394830393605e-06]",Flashlight,True,1,False,0,"Speaker1: Next, uh if the power is gone
Speaker1: then what will be use in your phone?
Speaker1: Power is off.
Speaker0: Charging
Speaker1: No no no
Speaker0: Then?
Speaker1: If you are if you trying to find something.
Speaker0: Google search
Speaker1: No no no if the power is off,
Speaker1: power
Speaker1: then we are searching for something and we are using our phone.
Speaker1: Like we are searching for something more in a
Speaker1: We are searching for something item,
Speaker1: So we are using our phone
Speaker1: to search it.
Speaker0: You mean the specifications in phone right?
Speaker1: Yes yes
Speaker0: Ok
Speaker0: Mobile data
Speaker1: No no
Speaker0: No
Speaker0: Wi-fi
Speaker1: No no we are looking for something
Speaker1: bright",Flashlight,"['Light', 'Portable', 'Bulb', 'Battery', 'Hand']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.49131402373313904,"[0.007947507314383984, 0.37191078066825867, 1.538968899694737e-05, 0.09520125389099121, 0.03361108526587486]",Superman,True,1,False,0,"Speaker0: Next it comes like some kind of movie
Speaker0: It is a on character.
Speaker1: Ok
Speaker0: Like super
Speaker0: what is
Speaker1: Spiderman?
Speaker0: No no not Spiderman
Speaker1: Ironman?
Speaker0: No no no
Speaker0: Some kind of character, he is very strong.
Speaker1: Wonder woman?
Speaker0: No
Speaker0: He is the men",Thor,"['Norse', 'Superhero', 'American', 'Marvel', 'Film']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.37278714776039124,"[0.07127802819013596, 0.04585137218236923, 0.4764828383922577, 0.03360018879175186, 4.001346383120108e-07]",Selena Gomez.,False,0,False,0,"Speaker0: Next one is the word like
Speaker0: It is also some kind of name, the persons name, right.
Speaker0: Uh, where
Speaker0: It is like
Speaker0: gender is opposite to men.
Speaker0: and
Speaker0: She is
Speaker0: intrested in music.
Speaker1: Ok.
Speaker1: You said she is a female. right?
Speaker0: Hmm
Speaker1: Uhh
Speaker1: Selena Gomez?
Speaker0: No No
Speaker1: Uh
Speaker1: What is that?
Speaker0: Like
Speaker0: It is very popular name, uh.
Speaker0: She is a woman.",Rihanna,"['Umbrella', 'Barbados', 'Female', 'Musician', 'Hit']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.4977143704891205,"[7.78784160502255e-05, 0.15337678790092468, 0.027346307411789894, 5.3342871979111806e-05, 0.32143130898475647]","Java

---

Transcript: """,True,1,False,0,"Speaker1: Ah, this very a common thing which we have learned in like ah,
Speaker1: CSE clearing.
Speaker1: This is kind of, some kind of ah
Speaker0: Is it a subject?
Speaker1: Yes, it is a subject.
Speaker0: Operating system?
Speaker1: Yes, some kind of like that only.
Speaker0: Ah, C++?
Speaker1: No, no
Speaker0: Java?
Speaker1: Some kind of a
Speaker1: word in it.
Speaker0: Word in the sense?
Speaker1: Ah, what will use in the Java?",Javascript,"['Language', 'Computer', 'Coding', 'Code', 'Technology']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.6990967392921448,"[0.026670480147004128, 0.17242245376110077, 0.04444923251867294, 3.425432169024134e-07, 0.05736071988940239]",Pharmacy.,True,1,True,1,"Speaker0: In Saudi Arabia.
Speaker0: Okay.
Speaker0: Yep.
Speaker0: Uh, here is another word um,
Speaker0: um, What we call medical shop uh, for another name.
Speaker0: Yeah.",Pharmacy,"['Doctor', 'Medicine', 'Prescription', 'Turn', 'Vaccine']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.9662097096443176,"[0.002208265708759427, 0.02634531632065773, 0.0031907351221889257, 0.0020226514898240566, 2.3244105250341818e-05]","Rayleigh

---

Transcript",True,1,False,0,"Speaker1: Okay, I will try to explain this word, one word but
Speaker1: two words like,
Speaker1: the person,
Speaker1: ah,
Speaker1: what we call a line in mathematics?
Speaker1: line , line.
Speaker0: ray
Speaker1: Okay um okay that is the first part of the word, and I'm going to explain the second,
Speaker1: ah,
Speaker0: It's a name of a person?
Speaker1: Yes.
Speaker1: Okay, but he is from not from India,
Speaker1: Okay, first one is ray, ah I'm going to explain what,
Speaker1: um,
Speaker0: second one is?
Speaker1: I'm trying to explain that only second one.
Speaker0: and it is related to?
Speaker1: ah like we can ah,
Speaker1: heard his name in like physics.
Speaker1: not I guess he is the celebrity but he is not a scientist.
Speaker1: But ah  the second part of the name we came mostly we will listen in physics.
Speaker0: like ah can you say his name?
Speaker1: ah like,
Speaker0: ah,
Speaker1: ah now you can comment the both the words,
Speaker1: yeah.",Ray Charles,"['Blind', 'Singer', 'Jazz', 'Piano', 'American']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.8537724018096924,"[0.0022351364605128765, 0.0010055054444819689, 0.0008932453929446638, 0.130717471241951, 0.011376243084669113]",Ophthalmologist.,True,1,False,0,"Speaker0: This is a profession
Speaker0: Uh
Speaker0: But related to not the
Speaker0: Uhm
Speaker1: Doctor
Speaker0: Uh, a doctor.
Speaker0: Uh
Speaker1: I shall should a name different doctors?
Speaker0: Uhn. Uh in in doctor like Cardiologist, like neurologist.
Speaker0: In that we can
Speaker1: Right, yes.
Speaker0: Uh,
Speaker0: In that we can see but he is related to our
Speaker0: Uh",Dentist,"['Mouth', 'Cavity', 'Filling', 'Anesthetics', 'Teeth']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.4561378061771393,"[0.3974604308605194, 0.13430370390415192, 0.01140154991298914, 0.0006958135054446757, 6.517685164908471e-07]",Mummy.,True,1,False,0,"Speaker1: for skip
Speaker1: Okay this is the
Speaker1: monument
Speaker1: in the world, where we can
Speaker1: see this is a mummy in mummy film.
Speaker0: Egypt?
Speaker1: okay place is
Speaker1: is that, but what we see in that?",Pyramid,"['Egypt', 'Ancient', 'Giza', 'Triangular', 'Structure']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.15479159355163574,"[0.11162145435810089, 0.00909615308046341, 0.6184000968933105, 0.10479247570037842, 0.0012982299085706472]","Oatmeal

---

Trans",False,0,False,0,"Speaker1: Uh, this is the common food we eat in the morning
Speaker1: like foreign people will eat.",Sandwich,"['Bread', 'Meat', 'Vegetables', 'Burger', 'Stacked']",False
HuggingFaceH4/mistral-7b-sft-beta,True,no_answers,221,en_in,0.8177928924560547,"[0.15231555700302124, 0.008806323632597923, 6.157047664601123e-06, 0.019434934481978416, 0.001644131145440042]",Fish.,True,1,False,0,"Speaker0: Uh,
Speaker0: What you call if we,
Speaker0: what will be there in the water?
Speaker1: Fishes,
Speaker0: Who will catch that?",Fisherman,"['Fish', 'Rod', 'Hook', 'Bait', 'Worm']",False
